C:\Users\prakash\Desktop\sabitaInternship\source\3bbdbc1b-efa5-4198-af95-37342a5e6559.owl,https://cn.dataone.org/cn/v2/object/3bbdbc1b-efa5-4198-af95-37342a5e6559#d_1_a_1,mainstem gps locations morpho xls these are the gps coordinates of the rcc study sites station study site location names these are the actual study site locations,http://purl.dataone.org/odo/ECSO_00000056,near surface module of the wind mov,0.1012
C:\Users\prakash\Desktop\sabitaInternship\source\3bbdbc1b-efa5-4198-af95-37342a5e6559.owl,https://cn.dataone.org/cn/v2/object/3bbdbc1b-efa5-4198-af95-37342a5e6559#d_1_a_2,mainstem gps locations morpho xls these are the gps coordinates of the rcc study sites lat dec latitude of study site these are the latitude measurements for the study site,http://purl.dataone.org/odo/ECSO_00000056,near surface module of the wind mov,0.113
C:\Users\prakash\Desktop\sabitaInternship\source\3bbdbc1b-efa5-4198-af95-37342a5e6559.owl,https://cn.dataone.org/cn/v2/object/3bbdbc1b-efa5-4198-af95-37342a5e6559#d_1_a_3,mainstem gps locations morpho xls these are the gps coordinates of the rcc study sites long dec longitude of the study site longitude of the study site,http://purl.dataone.org/odo/ECSO_00000056,near surface module of the wind mov,0.1349
C:\Users\prakash\Desktop\sabitaInternship\source\3bbdbc1b-efa5-4198-af95-37342a5e6559.owl,https://cn.dataone.org/cn/v2/object/3bbdbc1b-efa5-4198-af95-37342a5e6559#d_1_a_4,mainstem gps locations morpho xls these are the gps coordinates of the rcc study sites nearby feature geographic reference point for each study site this provides a nearby reference point for each study reach,http://purl.dataone.org/odo/ECSO_00002424,nitrogen particulate organic concentration of,0.089
C:\Users\prakash\Desktop\sabitaInternship\source\3bbdbc1b-efa5-4198-af95-37342a5e6559.owl,https://cn.dataone.org/cn/v2/object/3bbdbc1b-efa5-4198-af95-37342a5e6559#d_2_a_1,salmon river rcc invertebrate morpho xlsx these are the benthic invertebrate samples that were collected during the original river continuum concept (rcc) project samples were collected at 7 locations along the salmon river mainstem site name of the study site this is the name of the study site,http://purl.dataone.org/odo/ECSO_00000056,near surface module of the wind mov,0.0964
C:\Users\prakash\Desktop\sabitaInternship\source\3bbdbc1b-efa5-4198-af95-37342a5e6559.owl,https://cn.dataone.org/cn/v2/object/3bbdbc1b-efa5-4198-af95-37342a5e6559#d_2_a_10,salmon river rcc invertebrate morpho xlsx these are the benthic invertebrate samples that were collected during the original river continuum concept (rcc) project samples were collected at 7 locations along the salmon river mainstem order taxonomic order this is the taxonomic order that a particular individual belonged to,http://purl.dataone.org/odo/ECSO_00004142,invertebrate secondary production,0.0678
C:\Users\prakash\Desktop\sabitaInternship\source\3bbdbc1b-efa5-4198-af95-37342a5e6559.owl,https://cn.dataone.org/cn/v2/object/3bbdbc1b-efa5-4198-af95-37342a5e6559#d_2_a_11,salmon river rcc invertebrate morpho xlsx these are the benthic invertebrate samples that were collected during the original river continuum concept (rcc) project samples were collected at 7 locations along the salmon river mainstem family taxonomic family this is the taxonomic family that an individual was classified as,http://purl.dataone.org/odo/ECSO_00004142,invertebrate secondary production,0.0687
C:\Users\prakash\Desktop\sabitaInternship\source\3bbdbc1b-efa5-4198-af95-37342a5e6559.owl,https://cn.dataone.org/cn/v2/object/3bbdbc1b-efa5-4198-af95-37342a5e6559#d_2_a_12,salmon river rcc invertebrate morpho xlsx these are the benthic invertebrate samples that were collected during the original river continuum concept (rcc) project samples were collected at 7 locations along the salmon river mainstem genus taxonomic genus this is the genus that an individual was classified as,http://purl.dataone.org/odo/ECSO_00004142,invertebrate secondary production,0.0713
C:\Users\prakash\Desktop\sabitaInternship\source\3bbdbc1b-efa5-4198-af95-37342a5e6559.owl,https://cn.dataone.org/cn/v2/object/3bbdbc1b-efa5-4198-af95-37342a5e6559#d_2_a_13,salmon river rcc invertebrate morpho xlsx these are the benthic invertebrate samples that were collected during the original river continuum concept (rcc) project samples were collected at 7 locations along the salmon river mainstem species taxomic species designation this is the species name of the particular organism,http://purl.dataone.org/odo/ECSO_00004326,invertebrate species richness,0.1001
C:\Users\prakash\Desktop\sabitaInternship\source\3bbdbc1b-efa5-4198-af95-37342a5e6559.owl,https://cn.dataone.org/cn/v2/object/3bbdbc1b-efa5-4198-af95-37342a5e6559#d_2_a_15,salmon river rcc invertebrate morpho xlsx these are the benthic invertebrate samples that were collected during the original river continuum concept (rcc) project samples were collected at 7 locations along the salmon river mainstem in size fraction 1mm or 500um ( per sample) abundance of individuals in the large size fraction this is the number of individuals per sample in 1976 this was defined as individuals 1mm in 1977 this was defined as individuals 500micrometers,http://purl.dataone.org/odo/ECSO_00000056,near surface module of the wind mov,0.0662
